Main Category,Sub-Category,Hierarchy Path,Component Role,Constraint Text,Subcategory Min Qty,Subcategory Max Qty,Table Rule/Note,Product #,Option Type,Description,Current Qty,Unit Price (USD),Price Delta (USD),Extended Price (USD),Price per GB (USD),HPE Recommended,Start Date,Discontinued Date,Diff Status,Previous List Price (USD),Price Change (USD),Price Change (%),Price History Trail
Cooling / Thermal,Standard & Performance Heat Sinks,HPE OCA > DL580 Gen12 [P75399-B21] > Cooling / Thermal > Standard & Performance Heat Sinks,Base Chassis,max 6,0,6,Selection constraint for Standard & Performance Heat Sinks: max 6,P78016-B21,CTO,HPE ProLiant Compute DL580 Gen12 Direct Liquid Cooling Configure-to-order FIO Kit,0,"$3,893.00",,NA,,Yes,04/06/2026,10/31/2028,BASELINE,N/A,$0.00,$0.00,"$2,026.00"
Cooling / Thermal,Standard & Performance Heat Sinks,HPE OCA > DL580 Gen12 [P75399-B21] > Cooling / Thermal > Standard & Performance Heat Sinks,Cooling / Thermal,max 6,0,6,Selection constraint for Standard & Performance Heat Sinks: max 6,P80382-B21,CTO,HPE ProLiant Compute DL580 Gen12 2U High Performance Heat Sink Kit,2,$431.00,,$862.00,,Yes,06/02/2025,10/31/2028,BASELINE,N/A,$0.00,$0.00,"$2,026.00"
Cooling / Thermal,Standard & Performance Heat Sinks,HPE OCA > DL580 Gen12 [P75399-B21] > Cooling / Thermal > Standard & Performance Heat Sinks,Cooling / Thermal,max 6,0,6,Selection constraint for Standard & Performance Heat Sinks: max 6,P80441-B21,CTO,HPE ProLiant Compute DL580 Gen12 2P FIO Air Baffle Kit,1,$73.00,,$73.00,,Yes,06/02/2025,10/31/2028,BASELINE,N/A,$0.00,$0.00,"$2,026.00"
Accessories & Infrastructure,System Options,HPE OCA > DL580 Gen12 [P75399-B21] > Accessories & Infrastructure > System Options,Cable Kit,Optional,0,Optional,4P Mezz Enable kit cannot be selected with either UPI 2P FIO Cbl kit or 2P Air Baffle kit.,P80445-B21,Standard,HPE ProLiant Compute DL580 Gen12 4P Mezzanine Enablement Kit,0,"$5,962.00",,NA,,No,06/02/2025,10/31/2028,BASELINE,N/A,$0.00,$0.00,"$2,026.00"
Memory,DDR5 Registered Smart Memory,HPE OCA > DL580 Gen12 [P75399-B21] > Memory > DDR5 Registered Smart Memory,Memory,max 32,0,32,Selection constraint for DDR5 Registered Smart Memory: max 32,P69728-F21,Standard,HPE 64GB (1x64GB) Dual Rank x4 DDR5-6400 CAS-52-52-52 EC8 Registered Smart FIO Memory Kit,2,"$28,532.00",,"$57,064.00",$445.81,No,04/06/2026,03/31/2028,BASELINE,N/A,$0.00,$0.00,"$2,026.00"
Memory,DDR5 Registered Smart Memory,HPE OCA > DL580 Gen12 [P75399-B21] > Memory > DDR5 Registered Smart Memory,Memory,max 32,0,32,These products are hidden due to Supply constraints,P69728-B21,Standard,HPE 64GB (1x64GB) Dual Rank x4 DDR5-6400 CAS-52-52-52 EC8 Registered Smart Memory Kit,0,"$28,532.00",,NA,$445.81,No,09/24/2024,03/31/2028,BASELINE,N/A,$0.00,$0.00,"$2,026.00"
Memory,DDR5 Registered Smart Memory,HPE OCA > DL580 Gen12 [P75399-B21] > Memory > DDR5 Registered Smart Memory,Memory,max 32,0,32,These products are hidden due to Supply constraints,P69729-B21,Standard,HPE 96GB (1x96GB) Dual Rank x4 DDR5-6400 CAS-52-52-52 EC8 Registered Smart Memory Kit,0,"$47,056.00",,NA,$490.17,No,11/04/2024,03/31/2028,BASELINE,N/A,$0.00,$0.00,"$2,026.00"
Memory,DDR5 Registered Smart Memory,HPE OCA > DL580 Gen12 [P75399-B21] > Memory > DDR5 Registered Smart Memory,Memory,max 32,0,32,These products are hidden due to Supply constraints,P69730-B21,Standard,HPE 128GB (1x128GB) Dual Rank x4 DDR5-6400 CAS-52-52-52 EC8 Registered Smart Memory Kit,0,"$60,190.00",,NA,$470.23,No,09/24/2024,03/31/2028,BASELINE,N/A,$0.00,$0.00,"$2,026.00"
Memory,DDR5 Registered Smart Memory,HPE OCA > DL580 Gen12 [P75399-B21] > Memory > DDR5 Registered Smart Memory,Memory,max 32,0,32,These products are hidden due to Supply constraints,P73447-B21,Standard,HPE 256GB (1x256GB) Quad Rank x4 DDR5-6400 CAS-60-52-52 EC8 Registered 3DS Smart Memory Kit,0,"$133,186.00",,NA,$520.26,No,02/24/2025,03/31/2028,BASELINE,N/A,$0.00,$0.00,"$2,026.00"
Memory,DDR5 Registered Smart Memory,HPE OCA > DL580 Gen12 [P75399-B21] > Memory > DDR5 Registered Smart Memory,Memory,max 32,0,32,Mixing of memory DIMMs of different capacities is not allowed.,P69729-F21,Standard,HPE 96GB (1x96GB) Dual Rank x4 DDR5-6400 CAS-52-52-52 EC8 Registered Smart FIO Memory Kit,0,"$47,056.00",,NA,$490.17,No,04/06/2026,03/31/2028,BASELINE,N/A,$0.00,$0.00,"$2,026.00"
Memory,DDR5 Registered Smart Memory,HPE OCA > DL580 Gen12 [P75399-B21] > Memory > DDR5 Registered Smart Memory,Memory,max 32,0,32,Mixing of memory DIMMs of different capacities is not allowed.,P69730-F21,Standard,HPE 128GB (1x128GB) Dual Rank x4 DDR5-6400 CAS-52-52-52 EC8 Registered Smart FIO Memory Kit,0,"$60,190.00",,NA,$470.23,No,04/06/2026,03/31/2028,BASELINE,N/A,$0.00,$0.00,"$2,026.00"
Memory,DDR5 Registered Smart Memory,HPE OCA > DL580 Gen12 [P75399-B21] > Memory > DDR5 Registered Smart Memory,Memory,max 32,0,32,Mixing of memory DIMMs of different capacities is not allowed.,P73447-F21,Standard,HPE 256GB (1x256GB) Quad Rank x4 DDR5-6400 CAS-60-52-52 EC8 Registered 3DS Smart FIO Memory Kit,0,"$133,186.00",,NA,$520.26,No,04/06/2026,03/31/2028,BASELINE,N/A,$0.00,$0.00,"$2,026.00"
Drive Enclosures / Drives,SFF Drive Cages & Enablement,HPE OCA > DL580 Gen12 [P75399-B21] > Drive Enclosures / Drives > SFF Drive Cages & Enablement,Drive Cage / Drive,max 24,0,24,Selection constraint for SFF Drive Cages & Enablement: max 24,P80429-B21,Standard,HPE ProLiant Compute DL580 Gen12 8SFF x1 U.3 Tri-Mode Drive Cage Kit,0,$390.00,,NA,,No,06/02/2025,10/31/2028,BASELINE,N/A,$0.00,$0.00,"$2,026.00"
Drive Enclosures / Drives,SFF Drive Cages & Enablement,HPE OCA > DL580 Gen12 [P75399-B21] > Drive Enclosures / Drives > SFF Drive Cages & Enablement,Drive Cage / Drive,max 24,0,24,Selection constraint for SFF Drive Cages & Enablement: max 24,P80430-B21,Standard,HPE ProLiant Compute DL580 Gen12 8SFF x4 U.3 Tri-Mode Drive Cage Kit,0,$513.00,,NA,,No,06/02/2025,10/31/2028,BASELINE,N/A,$0.00,$0.00,"$2,026.00"
Drive Enclosures / Drives,SFF Drive Cages & Enablement,HPE OCA > DL580 Gen12 [P75399-B21] > Drive Enclosures / Drives > SFF Drive Cages & Enablement,Drive Cage / Drive,max 24,0,24,Selection constraint for SFF Drive Cages & Enablement: max 24,P80431-B21,Standard,HPE ProLiant Compute DL580 Gen12 8EDSFF Drive Cage Kit,0,$0.00,,NA,,No,06/02/2025,10/31/2028,BASELINE,N/A,$0.00,$0.00,2026-09-09: (no price)
Drive Enclosures / Drives,SFF Drive Cages & Enablement,HPE OCA > DL580 Gen12 [P75399-B21] > Drive Enclosures / Drives > SFF Drive Cages & Enablement,Drive Cage / Drive,max 24,0,24,Selection constraint for SFF Drive Cages & Enablement: max 24,P80432-B21,Standard,HPE ProLiant Compute DL580 Gen12 2SFF U.3 Drive Cage Kit,0,$0.00,,NA,,No,06/02/2025,10/31/2028,BASELINE,N/A,$0.00,$0.00,2026-09-09: (no price)
Drive Enclosures / Drives,SFF Drive Cages & Enablement,HPE OCA > DL580 Gen12 [P75399-B21] > Drive Enclosures / Drives > SFF Drive Cages & Enablement,Drive Cage / Drive,max 24,0,24,Selection constraint for SFF Drive Cages & Enablement: max 24,P80447-B21,Standard,HPE ProLiant Compute DL580 Gen12 Universal Media Bay Kit,0,$0.00,,NA,,No,06/02/2025,10/31/2028,BASELINE,N/A,$0.00,$0.00,2026-09-09: (no price)
Storage Controllers,Tri-Mode MegaRAID Storage Controllers,HPE OCA > DL580 Gen12 [P75399-B21] > Storage Controllers > Tri-Mode MegaRAID Storage Controllers,Storage Controller,max 4,0,4,Selection constraint for Tri-Mode MegaRAID Storage Controllers: max 4,P75697-B21,Standard,HPE MR932i-p x32 Lanes PCIe Gen5 SPDM Plug-in Storage Controller,0,"$11,399.00",,NA,,No,02/02/2026,06/30/2029,BASELINE,N/A,$0.00,$0.00,"$2,026.00"
Storage Controllers,Tri-Mode MegaRAID Storage Controllers,HPE OCA > DL580 Gen12 [P75399-B21] > Storage Controllers > Tri-Mode MegaRAID Storage Controllers,Storage Controller,max 4,0,4,Selection constraint for Tri-Mode MegaRAID Storage Controllers: max 4,P47777-B21,Standard,HPE MR416i-p Gen11 x16 Lanes 8GB Cache PCI SPDM Plug-in Storage Controller,0,"$5,999.00",,NA,,No,11/10/2022,04/30/2029,BASELINE,N/A,$0.00,$0.00,"$2,026.00"
Storage Controllers,Tri-Mode MegaRAID Storage Controllers,HPE OCA > DL580 Gen12 [P75399-B21] > Storage Controllers > Tri-Mode MegaRAID Storage Controllers,Storage Controller,max 4,0,4,Selection constraint for Tri-Mode MegaRAID Storage Controllers: max 4,P47789-B21,Standard,HPE MR216i-o Gen11 x16 Lanes without Cache OCP SPDM Storage Controller,0,"$3,449.00",,NA,,No,11/10/2022,04/30/2029,BASELINE,N/A,$0.00,$0.00,"$2,026.00"
Storage Controllers,Tri-Mode MegaRAID Storage Controllers,HPE OCA > DL580 Gen12 [P75399-B21] > Storage Controllers > Tri-Mode MegaRAID Storage Controllers,Storage Controller,max 4,0,4,Selection constraint for Tri-Mode MegaRAID Storage Controllers: max 4,P47785-B21,Standard,HPE MR216i-p Gen11 x16 Lanes without Cache PCI SPDM Plug-in Storage Controller,0,"$3,499.00",,NA,,No,11/10/2022,04/30/2029,BASELINE,N/A,$0.00,$0.00,"$2,026.00"
Storage Controllers,Tri-Mode MegaRAID Storage Controllers,HPE OCA > DL580 Gen12 [P75399-B21] > Storage Controllers > Tri-Mode MegaRAID Storage Controllers,Storage Controller,max 4,0,4,Selection constraint for Tri-Mode MegaRAID Storage Controllers: max 4,804398-B21,Standard,HPE Smart Array E208e-p SR Gen10 (8 External Lanes/No Cache) 12G SAS PCIe Plug-in Controller,0,"$1,775.00",,NA,,No,07/11/2017,04/30/2029,BASELINE,N/A,$0.00,$0.00,"$2,026.00"
Storage Controllers,Tri-Mode MegaRAID Storage Controllers,HPE OCA > DL580 Gen12 [P75399-B21] > Storage Controllers > Tri-Mode MegaRAID Storage Controllers,Storage Controller,max 4,0,4,Selection constraint for Tri-Mode MegaRAID Storage Controllers: max 4,P47781-B21,Standard,HPE MR416i-o Gen11 x16 Lanes 8GB Cache OCP SPDM Storage Controller,0,"$5,699.00",,NA,,No,11/10/2022,04/30/2029,BASELINE,N/A,$0.00,$0.00,"$2,026.00"
Storage Controllers,Tri-Mode MegaRAID Storage Controllers,HPE OCA > DL580 Gen12 [P75399-B21] > Storage Controllers > Tri-Mode MegaRAID Storage Controllers,Storage Controller,max 4,0,4,Selection constraint for Tri-Mode MegaRAID Storage Controllers: max 4,P95072-B21,Standard,HPE Smart Array E208e-p SR Gen12 x8 Lanes without Cache SAS 12G PCIe Plug-in Controller,0,"$1,775.00",,NA,,No,09/08/2026,04/30/2029,BASELINE,N/A,$0.00,$0.00,"$2,026.00"
Storage Controllers,Tri-Mode MegaRAID Storage Controllers,HPE OCA > DL580 Gen12 [P75399-B21] > Storage Controllers > Tri-Mode MegaRAID Storage Controllers,Storage Controller,max 4,0,4,Selection constraint for Tri-Mode MegaRAID Storage Controllers: max 4,P74775-B21,Standard,HPE MR408i-p Gen11 x8 Lanes 4GB Cache PCI SPDM Plug-in Storage Controller,0,"$4,699.00",,NA,,No,04/07/2025,04/30/2029,BASELINE,N/A,$0.00,$0.00,"$2,026.00"
Storage Controllers,Tri-Mode MegaRAID Storage Controllers,HPE OCA > DL580 Gen12 [P75399-B21] > Storage Controllers > Tri-Mode MegaRAID Storage Controllers,Storage Controller,max 4,0,4,Selection constraint for Tri-Mode MegaRAID Storage Controllers: max 4,P58335-B21,Standard,HPE MR408i-o Gen11 x8 Lanes 4GB Cache OCP SPDM Storage Controller,0,"$4,599.00",,NA,,No,11/10/2022,04/30/2029,BASELINE,N/A,$0.00,$0.00,"$2,026.00"
Storage Controllers,Tri-Mode MegaRAID Storage Controllers,HPE OCA > DL580 Gen12 [P75399-B21] > Storage Controllers > Tri-Mode MegaRAID Storage Controllers,Cable Kit,max 4,0,4,Selection constraint for Tri-Mode MegaRAID Storage Controllers: max 4,P80426-B21,Standard,HPE ProLiant Compute DL580 Gen12 MR416 Controller Data Retention Power Cable Kit,0,$74.00,,NA,,No,06/02/2025,10/31/2028,BASELINE,N/A,$0.00,$0.00,"$2,026.00"
Storage Controllers,Tri-Mode MegaRAID Storage Controllers,HPE OCA > DL580 Gen12 [P75399-B21] > Storage Controllers > Tri-Mode MegaRAID Storage Controllers,Cable Kit,max 4,0,4,"12W Smart Hybrid Capacitor OR 16W Smart Hybrid Capacitor OR 96W Smart Storage Battery can be selected only if  MR416i/ MR408i controller is selected. | There are no ""HPE Recommended products"" available. Please use the toggle to show potential alternatives.",P02381-B21,Standard,HPE Smart Storage Hybrid Capacitor with 260mm Cable Kit,0,$422.00,,NA,,No,04/02/2019,06/30/2027,BASELINE,N/A,$0.00,$0.00,"$2,026.00"
Storage Controllers,Tri-Mode MegaRAID Storage Controllers,HPE OCA > DL580 Gen12 [P75399-B21] > Storage Controllers > Tri-Mode MegaRAID Storage Controllers,Cable Kit,max 4,0,4,"12W Smart Hybrid Capacitor OR 16W Smart Hybrid Capacitor OR 96W Smart Storage Battery can be selected only if  MR416i/ MR408i controller is selected. | There are no ""HPE Recommended products"" available. Please use the toggle to show potential alternatives.",P01367-B21,Standard,HPE 96W Smart Storage Lithium-ion Battery with 260mm Cable Kit,0,$140.00,,NA,,No,12/18/2017,04/30/2029,BASELINE,N/A,$0.00,$0.00,"$2,026.00"
Storage Controllers,Tri-Mode MegaRAID Storage Controllers,HPE OCA > DL580 Gen12 [P75399-B21] > Storage Controllers > Tri-Mode MegaRAID Storage Controllers,Cable Kit,max 4,0,4,Selection constraint for Tri-Mode MegaRAID Storage Controllers: max 4,P80384-B21,Standard,HPE ProLiant Compute DL580 Gen12 2P 8SFF x4 Direct Attach Cable Kit,0,$0.00,,NA,,No,06/02/2025,10/31/2028,BASELINE,N/A,$0.00,$0.00,2026-09-09: (no price)
Storage Controllers,Tri-Mode MegaRAID Storage Controllers,HPE OCA > DL580 Gen12 [P75399-B21] > Storage Controllers > Tri-Mode MegaRAID Storage Controllers,Cable Kit,max 4,0,4,Selection constraint for Tri-Mode MegaRAID Storage Controllers: max 4,P80385-B21,Standard,HPE ProLiant Compute DL580 Gen12 2P 16SFF x4 Direct Attach Cable Kit,0,$0.00,,NA,,No,06/02/2025,10/31/2028,BASELINE,N/A,$0.00,$0.00,2026-09-09: (no price)
Storage Controllers,Tri-Mode MegaRAID Storage Controllers,HPE OCA > DL580 Gen12 [P75399-B21] > Storage Controllers > Tri-Mode MegaRAID Storage Controllers,Cable Kit,max 4,0,4,Selection constraint for Tri-Mode MegaRAID Storage Controllers: max 4,P80386-B21,Standard,HPE ProLiant Compute DL580 Gen12 2P 16EDSFF x4 Direct Attach Cable Kit,0,$0.00,,NA,,No,06/02/2025,10/31/2028,BASELINE,N/A,$0.00,$0.00,2026-09-09: (no price)
Storage Controllers,Tri-Mode MegaRAID Storage Controllers,HPE OCA > DL580 Gen12 [P75399-B21] > Storage Controllers > Tri-Mode MegaRAID Storage Controllers,Cable Kit,max 4,0,4,Selection constraint for Tri-Mode MegaRAID Storage Controllers: max 4,P80387-B21,Standard,HPE ProLiant Compute DL580 Gen12 2P/4P 8SFF x1 Tri-Mode Cable Kit,0,$102.00,,NA,,No,06/02/2025,10/31/2028,BASELINE,N/A,$0.00,$0.00,"$2,026.00"
Storage Controllers,Tri-Mode MegaRAID Storage Controllers,HPE OCA > DL580 Gen12 [P75399-B21] > Storage Controllers > Tri-Mode MegaRAID Storage Controllers,Cable Kit,max 4,0,4,Selection constraint for Tri-Mode MegaRAID Storage Controllers: max 4,P80388-B21,Standard,HPE ProLiant Compute DL580 Gen12 2P/4P 16SFF x1 Tri-Mode Cable Kit,0,$0.00,,NA,,No,06/02/2025,10/31/2028,BASELINE,N/A,$0.00,$0.00,2026-09-09: (no price)
Storage Controllers,Tri-Mode MegaRAID Storage Controllers,HPE OCA > DL580 Gen12 [P75399-B21] > Storage Controllers > Tri-Mode MegaRAID Storage Controllers,Cable Kit,max 4,0,4,Selection constraint for Tri-Mode MegaRAID Storage Controllers: max 4,P80389-B21,Standard,HPE ProLiant Compute DL580 Gen12 2P/4P 24SFF x1 Tri-Mode Cable Kit,0,$0.00,,NA,,No,06/02/2025,10/31/2028,BASELINE,N/A,$0.00,$0.00,2026-09-09: (no price)
Storage Controllers,Tri-Mode MegaRAID Storage Controllers,HPE OCA > DL580 Gen12 [P75399-B21] > Storage Controllers > Tri-Mode MegaRAID Storage Controllers,Cable Kit,max 4,0,4,Selection constraint for Tri-Mode MegaRAID Storage Controllers: max 4,P80390-B21,Standard,HPE ProLiant Compute DL580 Gen12 MR 2P/4P 32SFF x1 Tri-Mode Cable Kit,0,$0.00,,NA,,No,06/02/2025,10/31/2028,BASELINE,N/A,$0.00,$0.00,2026-09-09: (no price)
Storage Controllers,Tri-Mode MegaRAID Storage Controllers,HPE OCA > DL580 Gen12 [P75399-B21] > Storage Controllers > Tri-Mode MegaRAID Storage Controllers,Cable Kit,max 4,0,4,Selection constraint for Tri-Mode MegaRAID Storage Controllers: max 4,P80391-B21,Standard,HPE ProLiant Compute DL580 Gen12 2P/4P 8SFF x1 OCP Cable Kit,0,$0.00,,NA,,No,06/02/2025,10/31/2028,BASELINE,N/A,$0.00,$0.00,2026-09-09: (no price)
Storage Controllers,Tri-Mode MegaRAID Storage Controllers,HPE OCA > DL580 Gen12 [P75399-B21] > Storage Controllers > Tri-Mode MegaRAID Storage Controllers,Cable Kit,max 4,0,4,Selection constraint for Tri-Mode MegaRAID Storage Controllers: max 4,P80393-B21,Standard,HPE ProLiant Compute DL580 Gen12 2P/4P 16SFF x1 OCP Cable Kit,0,$0.00,,NA,,No,06/02/2025,10/31/2028,BASELINE,N/A,$0.00,$0.00,2026-09-09: (no price)
Storage Controllers,Tri-Mode MegaRAID Storage Controllers,HPE OCA > DL580 Gen12 [P75399-B21] > Storage Controllers > Tri-Mode MegaRAID Storage Controllers,Cable Kit,max 4,0,4,Selection constraint for Tri-Mode MegaRAID Storage Controllers: max 4,P80394-B21,Standard,HPE ProLiant Compute DL580 Gen12 2P/4P 24SFF x1 OCP Cable Kit,0,$0.00,,NA,,No,06/02/2025,10/31/2028,BASELINE,N/A,$0.00,$0.00,2026-09-09: (no price)
Storage Controllers,Tri-Mode MegaRAID Storage Controllers,HPE OCA > DL580 Gen12 [P75399-B21] > Storage Controllers > Tri-Mode MegaRAID Storage Controllers,Cable Kit,max 4,0,4,Selection constraint for Tri-Mode MegaRAID Storage Controllers: max 4,P80395-B21,Standard,HPE ProLiant Compute DL580 Gen12 2P/4P 32SFF x1 OCP Cable Kit,0,$0.00,,NA,,No,06/02/2025,10/31/2028,BASELINE,N/A,$0.00,$0.00,2026-09-09: (no price)
Storage Controllers,Tri-Mode MegaRAID Storage Controllers,HPE OCA > DL580 Gen12 [P75399-B21] > Storage Controllers > Tri-Mode MegaRAID Storage Controllers,Cable Kit,max 4,0,4,Selection constraint for Tri-Mode MegaRAID Storage Controllers: max 4,P80396-B21,Standard,HPE ProLiant Compute DL580 Gen12 4P 8SFF x4 Direct Attach Cable Kit,0,$0.00,,NA,,No,06/02/2025,10/31/2028,BASELINE,N/A,$0.00,$0.00,2026-09-09: (no price)
Storage Controllers,Tri-Mode MegaRAID Storage Controllers,HPE OCA > DL580 Gen12 [P75399-B21] > Storage Controllers > Tri-Mode MegaRAID Storage Controllers,Cable Kit,max 4,0,4,Selection constraint for Tri-Mode MegaRAID Storage Controllers: max 4,P80397-B21,Standard,HPE ProLiant Compute DL580 Gen12 4P 16SFF x4 Direct Attach Cable Kit,0,$0.00,,NA,,No,06/02/2025,10/31/2028,BASELINE,N/A,$0.00,$0.00,2026-09-09: (no price)
Storage Controllers,Tri-Mode MegaRAID Storage Controllers,HPE OCA > DL580 Gen12 [P75399-B21] > Storage Controllers > Tri-Mode MegaRAID Storage Controllers,Cable Kit,max 4,0,4,Selection constraint for Tri-Mode MegaRAID Storage Controllers: max 4,P80398-B21,Standard,HPE ProLiant Compute DL580 Gen12 4P 24SFF x4 Direct Attach Cable Kit,0,$0.00,,NA,,No,06/02/2025,10/31/2028,BASELINE,N/A,$0.00,$0.00,2026-09-09: (no price)
Storage Controllers,Tri-Mode MegaRAID Storage Controllers,HPE OCA > DL580 Gen12 [P75399-B21] > Storage Controllers > Tri-Mode MegaRAID Storage Controllers,Cable Kit,max 4,0,4,Selection constraint for Tri-Mode MegaRAID Storage Controllers: max 4,P80399-B21,Standard,HPE ProLiant Compute DL580 Gen12 4P 32SFF x4 Direct Attach Cable Kit,0,$0.00,,NA,,No,06/02/2025,10/31/2028,BASELINE,N/A,$0.00,$0.00,2026-09-09: (no price)
Storage Controllers,Tri-Mode MegaRAID Storage Controllers,HPE OCA > DL580 Gen12 [P75399-B21] > Storage Controllers > Tri-Mode MegaRAID Storage Controllers,Cable Kit,max 4,0,4,Selection constraint for Tri-Mode MegaRAID Storage Controllers: max 4,P80400-B21,Standard,HPE ProLiant Compute DL580 Gen12 4P 8EDSFF x4 Direct Attach Cable Kit,0,$0.00,,NA,,No,06/02/2025,10/31/2028,BASELINE,N/A,$0.00,$0.00,2026-09-09: (no price)
Storage Controllers,Tri-Mode MegaRAID Storage Controllers,HPE OCA > DL580 Gen12 [P75399-B21] > Storage Controllers > Tri-Mode MegaRAID Storage Controllers,Cable Kit,max 4,0,4,Selection constraint for Tri-Mode MegaRAID Storage Controllers: max 4,P80401-B21,Standard,HPE ProLiant Compute DL580 Gen12 4P 16EDSFF x4 Direct Attach Cable Kit,0,$0.00,,NA,,No,06/02/2025,10/31/2028,BASELINE,N/A,$0.00,$0.00,2026-09-09: (no price)
